@relation alpha2
@attribute a1 {a,b,c,d,e,f}
@attribute a2 {a,b,c,d,e,f}
@attribute a3 {a,b,c,d,e,f}
@attribute a4 {a,b,c,d,e,f}
@attribute a5 {a,b,c,d,e,f}
@attribute a6 {a,b,c,d,e,f}
@attribute a7 {a,b,c,d,e,f}
@attribute a8 {a,b,c,d,e,f}
@attribute a9 {a,b,c,d,e,f}
@attribute a10 {a,b,c,d,e,f}
@attribute class {yes,no}
@data
a,d,a,e,b,e,f,c,e,f,no
e,c,d,d,a,b,a,b,d,e,no
a,e,c,c,a,a,c,d,c,a,no
b,d,a,a,a,b,e,f,b,c,no
c,f,a,c,e,d,d,b,a,f,no
a,d,e,e,e,a,e,a,e,e,yes
c,f,a,f,e,a,d,f,c,c,no
e,e,d,a,c,a,a,f,d,f,no
d,f,a,c,f,f,b,b,a,b,no
f,d,d,f,f,a,a,a,d,f,no
e,a,c,a,f,b,f,e,f,f,no
c,e,f,c,c,b,c,d,f,a,yes
e,a,e,b,a,c,c,c,f,a,no
b,e,a,d,e,e,d,a,a,c,no
a,d,a,a,e,c,c,c,d,a,no
d,c,d,c,a,a,e,e,c,e,no
a,a,e,a,d,d,a,c,b,b,no
b,d,d,e,f,d,f,c,d,c,no
d,c,b,b,a,d,c,e,a,c,no
b,a,e,b,e,f,f,d,c,e,yes
b,e,a,a,c,e,a,c,e,c,yes
a,a,a,a,b,c,d,d,e,e,yes
b,b,f,f,a,e,c,a,e,a,no
b,f,e,d,c,a,a,f,e,d,no
d,a,d,f,e,d,a,a,a,b,no
f,b,b,d,f,c,c,d,f,b,no
e,a,b,d,d,c,f,b,f,a,no
d,a,e,b,d,a,e,f,c,b,no
f,c,a,c,f,a,d,b,d,c,no
d,d,a,d,c,b,a,e,d,e,no
c,a,f,d,e,c,b,c,a,c,no
b,e,c,c,d,e,d,f,b,a,yes
c,c,f,e,a,b,e,b,f,e,no
c,c,e,b,c,b,d,e,b,c,no
d,b,b,b,d,c,e,b,d,c,no
b,b,f,e,a,c,f,d,b,c,no
a,d,b,e,f,b,a,d,c,d,no
a,b,c,d,b,a,b,f,a,d,yes
f,e,a,b,d,e,e,c,c,a,yes
a,e,e,b,f,c,b,f,c,b,no
a,d,b,a,d,c,c,c,f,d,no
f,d,f,b,a,d,c,b,a,c,no
c,c,c,f,c,a,f,f,b,e,no
a,b,c,e,a,f,a,c,f,f,yes
f,e,b,d,e,f,f,f,d,a,yes
d,a,a,f,b,b,c,e,f,b,no
d,c,b,d,c,c,c,b,a,f,no
c,a,c,b,e,f,a,d,c,f,yes
a,b,d,b,e,a,b,b,a,a,yes
e,d,f,f,b,f,b,b,c,c,no
d,e,f,d,d,d,b,c,f,a,yes
b,e,b,e,b,a,d,d,c,e,no
d,d,d,c,d,a,e,c,f,c,no
f,d,b,e,a,c,c,a,b,c,no
b,a,a,d,e,c,c,c,b,a,no
e,c,b,e,e,d,b,d,d,d,no
a,f,b,e,c,f,a,b,b,b,no
b,c,c,b,e,e,e,c,b,a,no
e,b,c,d,a,d,e,b,f,e,no
a,e,f,f,f,c,c,b,a,c,yes
f,f,f,c,f,e,b,c,f,a,no
d,a,a,a,f,e,f,a,e,c,no
c,e,f,a,b,b,e,c,d,d,yes
d,b,e,e,c,e,c,f,d,c,no
c,d,a,c,c,d,b,e,a,d,no
c,b,c,c,a,e,a,f,e,d,no
c,d,f,b,a,c,b,b,d,f,yes
d,c,c,a,a,b,e,a,e,f,no
a,c,f,e,b,a,f,c,b,d,yes
c,f,b,b,a,e,f,c,c,b,no
a,a,d,f,a,d,c,d,c,e,no
c,c,b,b,e,e,f,a,f,d,no
d,c,b,a,c,f,c,b,a,d,yes
a,a,d,a,f,f,e,e,b,a,no
a,e,b,c,c,d,f,e,a,c,no
f,b,f,b,d,d,d,b,f,c,no
b,f,e,b,c,e,b,c,f,c,yes
e,f,a,f,f,d,c,c,f,e,no
d,b,a,e,c,d,b,b,c,d,no
e,d,f,c,d,f,c,f,a,c,yes
c,e,a,a,b,c,f,e,f,f,yes
b,d,e,c,d,c,d,c,a,f,yes
e,f,e,f,b,d,b,a,d,d,no
e,c,c,c,b,a,b,e,a,f,no
a,b,d,d,d,f,f,b,c,c,yes
e,a,d,b,c,c,c,d,c,a,no
d,e,f,e,c,f,b,e,e,d,yes
c,f,f,c,e,a,a,a,b,f,no
c,c,c,a,f,b,c,b,e,b,no
a,c,a,f,e,d,e,f,d,d,no
e,a,d,e,e,d,d,b,b,e,no
e,a,e,f,f,f,e,d,e,f,no
a,b,c,c,c,e,f,f,f,b,yes
a,d,b,f,d,d,b,f,d,f,no
f,c,a,a,d,d,f,e,e,b,no
c,c,e,b,c,c,c,d,e,c,no
d,e,f,e,f,e,d,c,a,a,yes
e,d,a,c,d,f,a,c,d,d,yes
b,a,a,a,c,a,a,d,c,d,no
a,b,e,c,d,f,e,e,b,f,yes
e,a,d,a,d,a,c,d,f,e,no
a,f,a,a,c,d,d,b,f,d,yes
e,f,b,c,f,f,c,f,b,f,no
d,a,d,e,d,b,d,e,b,c,no
d,d,d,a,d,d,e,f,a,f,no
c,d,e,f,b,e,f,c,b,d,yes
e,e,c,b,c,e,a,d,b,b,yes
d,a,f,d,a,d,c,c,d,c,no
f,c,e,b,c,f,b,f,e,c,yes
d,e,b,d,c,e,e,d,d,b,no
a,a,e,f,a,b,b,e,f,a,no
d,e,d,a,f,e,f,c,b,d,no
d,f,c,a,f,c,b,b,e,c,no
c,a,c,d,e,f,b,e,e,e,yes
c,b,e,f,d,a,a,c,b,c,no
f,a,d,e,d,b,b,c,f,a,no
f,f,c,b,e,a,d,d,c,e,no
e,b,e,d,d,b,a,d,e,a,no
d,f,b,d,d,b,d,c,b,c,no
b,b,d,b,d,d,a,e,b,f,no
a,d,d,d,f,c,e,b,f,b,no
b,f,e,e,a,e,c,f,c,a,no
a,e,a,b,b,a,f,e,e,c,no
b,e,c,b,f,f,f,d,d,e,no
f,c,a,e,d,e,e,c,f,d,no
b,e,e,e,b,c,a,b,e,f,no
f,c,c,b,f,c,b,e,e,d,no
d,a,e,d,e,a,e,d,d,e,no
c,b,d,e,c,f,e,f,b,f,no
d,c,f,c,a,a,e,e,e,b,no
c,c,a,e,f,b,c,c,a,b,no
c,c,a,b,a,f,c,f,a,c,no
b,e,f,c,d,c,b,c,c,c,yes
f,b,a,c,e,e,d,a,e,d,no
b,b,d,b,a,c,b,b,f,b,no
c,c,a,e,f,b,a,f,f,e,no
f,c,d,e,a,e,a,b,b,f,no
e,a,a,f,d,a,f,b,b,c,no
e,d,a,d,b,a,d,c,d,e,no
a,e,e,d,e,e,a,d,c,d,no
a,f,f,e,c,e,a,f,a,b,no
c,b,d,d,a,c,d,d,f,c,no
f,d,f,c,a,e,d,e,a,f,no
a,f,c,a,d,f,f,e,e,c,yes
f,a,d,e,c,c,f,c,b,d,no
a,e,e,a,e,c,e,b,d,f,no
a,e,b,b,e,c,e,c,c,f,no
f,f,f,a,d,d,a,f,c,b,no
a,d,a,a,f,f,c,e,d,d,no
e,e,b,e,d,f,f,c,a,d,no
e,e,b,c,d,c,a,b,f,c,no
e,f,e,a,d,a,e,f,f,e,no
b,f,c,d,d,a,c,b,e,b,no
f,b,f,e,d,c,a,d,f,b,no
e,f,e,e,a,c,f,a,f,d,no
f,a,b,b,e,d,a,f,e,b,no
a,d,b,a,b,d,c,a,f,b,yes
b,a,d,f,f,e,f,f,a,a,no
a,b,b,f,a,f,e,c,a,d,no
c,d,d,b,c,d,d,b,a,e,yes
a,a,b,d,e,e,a,d,c,c,no
a,f,f,c,e,e,f,c,c,d,no
d,c,e,b,c,e,e,e,c,f,yes
f,d,a,c,f,e,d,b,b,d,no
c,a,f,a,f,c,b,b,f,f,no
e,a,f,f,c,f,d,e,d,c,no
a,f,d,a,c,d,c,d,b,c,yes
e,e,f,f,d,c,a,d,f,f,no
f,c,f,c,e,b,d,f,a,b,no
f,f,a,c,c,d,f,d,b,b,no
b,b,e,e,c,e,e,a,e,c,no
f,c,b,d,e,e,d,f,f,f,no
b,e,c,e,c,a,f,b,a,d,no
a,a,f,d,d,c,c,c,a,f,no
d,d,c,b,c,d,c,f,e,a,yes
e,e,e,a,e,e,d,b,a,c,no
b,d,e,a,f,a,a,f,c,b,yes
f,d,b,f,f,a,f,f,b,a,no
b,d,b,a,c,f,b,a,b,c,yes
c,a,b,a,c,a,b,f,d,d,no
f,f,b,b,d,e,f,e,a,b,yes
c,c,f,e,a,c,b,f,f,d,no
f,d,d,c,f,f,e,a,d,b,no
a,b,c,d,b,f,f,e,b,f,yes
e,a,c,e,c,f,b,e,e,b,no
c,a,c,d,b,e,e,a,f,b,no
a,a,e,b,e,e,c,e,f,b,no
c,f,b,d,a,b,c,f,f,f,no
c,a,d,c,c,d,a,f,d,a,no
c,a,c,c,d,d,f,e,a,a,no
d,d,b,a,d,c,a,c,d,b,no
c,d,b,b,b,b,b,b,e,d,no
f,a,b,c,b,f,f,c,c,d,no
c,c,d,d,f,e,f,f,e,d,no
b,a,a,b,a,a,e,a,c,b,no
e,a,a,e,f,d,b,a,c,c,no
a,e,e,d,c,e,c,f,a,f,no
e,d,e,b,d,e,b,b,b,b,yes
d,d,f,e,f,e,b,b,e,a,no
a,a,d,c,b,a,a,d,a,f,no
a,d,a,e,c,d,e,a,e,f,no
c,b,b,a,b,f,f,b,a,d,yes
b,b,c,a,c,b,a,e,c,e,no
a,a,f,d,b,d,c,e,d,b,no
d,d,c,f,b,d,a,c,f,c,no
a,a,a,d,b,a,c,e,e,a,no
d,e,a,e,d,a,a,a,c,e,no
a,d,e,c,a,b,c,a,c,f,yes
e,b,e,f,b,a,d,e,c,e,no
f,f,a,f,b,d,b,f,b,e,no
a,a,a,e,c,c,b,a,f,d,no
f,b,c,c,d,f,e,f,c,e,yes
d,d,e,c,b,d,f,a,c,c,no
f,b,c,b,b,c,d,b,c,a,no
c,a,e,c,c,e,d,e,d,d,no
e,e,e,e,c,a,b,f,e,f,no
a,d,e,c,c,b,e,f,c,c,yes
d,d,a,e,b,a,b,e,d,a,no
b,c,b,f,c,d,f,f,e,a,no
e,d,d,f,d,d,f,e,b,e,no
c,c,e,c,f,a,b,e,a,d,no
a,c,a,c,a,f,b,e,a,e,no
d,e,f,c,e,f,f,d,f,f,yes
c,c,a,b,c,e,f,c,e,e,yes
a,b,c,d,c,c,d,d,e,b,yes
c,f,b,f,a,f,b,b,d,f,no
c,e,b,f,d,d,a,c,e,e,no
e,b,c,a,c,a,d,f,e,d,no
c,e,e,d,a,c,a,c,d,c,no
c,a,a,d,e,a,f,b,b,d,no
c,f,a,c,c,b,b,d,b,b,no
c,b,a,b,c,a,d,d,d,a,no
f,b,e,d,b,f,a,c,b,a,no
e,a,a,c,c,d,f,f,b,b,no
c,a,f,e,f,f,e,f,d,d,no
b,a,b,e,d,d,c,b,f,f,no
e,a,b,e,a,f,c,b,e,c,no
f,b,b,a,f,c,b,b,f,e,no
a,e,a,a,a,f,e,b,d,b,no
c,a,d,a,f,c,a,c,c,f,no
a,f,e,c,e,a,d,c,f,a,no
d,e,a,a,c,c,d,b,c,d,no
d,b,d,f,d,b,f,b,a,e,no
d,d,a,d,e,a,b,d,e,f,no
e,c,e,b,b,c,c,e,f,b,no
a,f,d,a,e,e,e,d,d,a,no
c,d,b,b,a,d,c,a,e,b,no
b,f,f,d,e,c,d,a,e,a,no
d,b,f,c,e,e,a,d,d,e,no
b,e,f,d,a,d,d,a,b,c,yes
b,a,c,d,b,b,c,e,b,d,no
d,c,e,e,b,e,c,b,b,a,no
f,b,e,f,d,d,f,b,a,f,no
f,d,d,f,a,e,e,f,d,c,no
b,a,d,e,e,e,f,b,a,c,no
b,f,d,b,c,e,a,c,a,e,yes
c,b,f,a,a,b,e,e,d,a,no
e,d,d,f,a,d,c,d,c,c,no
c,e,a,c,a,c,f,b,a,c,no
f,d,c,f,c,e,c,c,a,b,no
f,b,b,e,d,c,f,e,d,d,no
c,b,d,b,f,b,e,b,f,d,no
b,f,c,c,c,f,f,c,b,c,no
f,b,b,c,b,e,a,b,b,d,no
c,c,e,f,a,b,a,c,e,b,no
e,e,e,e,a,c,f,b,e,a,no
b,b,e,e,a,d,b,e,c,d,no
f,b,e,c,f,d,b,b,f,d,no
d,c,e,d,f,d,c,e,e,b,no
c,d,e,c,e,f,d,c,b,b,yes
c,e,c,f,d,d,b,e,d,e,no
f,c,e,e,f,f,e,e,a,a,no
a,e,a,f,f,c,f,f,e,f,no
a,f,f,a,f,d,e,b,b,b,no
b,e,c,d,a,a,b,f,f,c,no
e,d,a,b,c,b,c,b,b,a,no
c,e,f,d,c,b,b,a,a,c,yes
c,b,f,d,c,c,c,b,e,e,no
a,a,c,d,a,d,f,e,f,d,no
e,b,c,c,a,d,a,b,b,a,no
c,f,c,b,b,b,c,c,a,d,no
c,b,f,c,a,c,f,c,e,f,no
d,d,b,f,e,f,e,e,d,a,no
c,b,f,c,c,e,c,d,c,b,no
f,e,b,d,b,c,e,b,a,e,no
f,e,d,f,b,a,c,a,e,c,no
a,b,e,d,e,c,f,b,f,e,yes
c,a,c,d,e,f,a,d,d,e,yes
e,d,d,e,f,b,d,b,d,c,no
d,e,b,c,b,f,f,e,f,b,no
c,a,d,b,e,f,d,a,e,e,yes
a,e,a,b,f,e,c,e,d,a,no
d,b,f,c,a,f,b,b,d,c,no
f,f,c,b,d,f,e,d,a,f,yes
e,a,b,f,f,e,f,b,e,b,no
c,b,f,c,c,e,f,b,c,a,no
b,a,c,a,f,d,c,e,e,f,no
a,d,d,c,c,f,b,f,c,c,no
d,a,f,e,a,e,c,d,b,f,no
e,c,c,b,e,b,e,b,a,a,no
d,b,a,c,d,b,b,a,b,a,no
f,e,a,b,c,a,e,b,c,b,no
e,d,f,a,b,a,e,a,f,c,no
c,f,a,e,c,d,d,b,f,c,no
e,a,f,f,d,f,d,f,e,f,no
e,c,a,f,e,e,e,f,f,c,no
d,c,f,c,e,b,d,c,d,c,no
e,c,d,c,c,b,d,a,e,e,no
a,b,a,d,f,f,b,b,a,b,no
f,f,d,a,e,a,e,f,a,e,no
d,c,a,e,f,a,b,e,f,f,no
d,f,f,c,b,f,f,e,c,b,no
a,f,b,a,b,e,f,f,f,c,yes
e,b,d,f,c,f,a,b,f,a,no
a,d,f,b,f,c,c,c,f,f,yes
a,c,d,d,a,d,b,c,d,b,yes
d,c,a,c,c,d,a,b,b,f,no
e,e,f,c,c,e,c,d,a,b,no
a,e,c,a,a,d,f,f,c,d,no
f,d,b,e,e,c,a,a,c,c,no
d,b,c,b,a,a,d,b,f,e,no
e,a,c,d,f,e,d,e,b,b,no
a,d,d,e,c,f,a,e,f,f,no
e,f,d,c,c,c,c,b,c,c,no
e,e,a,a,c,f,b,a,b,b,yes
e,a,f,d,b,a,f,f,f,f,no
b,c,f,a,c,b,a,e,b,e,yes
d,b,b,b,e,a,f,e,f,b,no
d,e,a,f,b,f,a,e,e,a,no
d,a,a,b,b,a,d,f,a,a,no
b,b,b,a,b,e,f,b,b,e,yes
a,b,e,e,c,d,e,b,b,d,yes
c,b,e,b,b,f,c,c,a,c,no
c,c,c,e,a,b,b,c,e,b,no
d,d,e,d,b,d,f,f,e,a,no
a,b,f,f,a,a,a,f,d,e,yes
c,c,e,f,b,d,a,d,f,b,no
e,f,c,f,e,f,b,a,c,e,no
b,d,d,b,b,a,c,b,d,b,no
a,f,e,d,d,c,e,c,b,a,no
c,d,e,f,a,e,b,b,b,c,yes
c,f,a,c,c,b,e,f,d,a,no
a,f,e,a,b,a,d,c,e,f,no
a,b,d,d,a,f,b,e,c,d,yes
f,d,f,d,d,b,f,b,d,d,no
c,e,f,d,f,b,a,d,c,f,yes
a,f,b,d,d,a,b,c,d,f,no
d,d,f,a,b,d,a,b,a,c,yes
a,a,d,e,e,a,f,a,d,d,no
b,b,d,a,c,e,d,a,c,e,yes
e,b,c,f,d,f,d,a,e,a,no
d,a,c,a,f,b,d,b,e,d,no
b,f,f,f,a,e,a,c,e,c,no
f,f,d,a,a,f,a,a,f,d,no
c,d,d,c,f,a,f,f,d,a,no
c,a,f,f,c,b,b,a,b,f,no
d,f,b,a,e,e,b,f,c,a,no
d,c,e,c,a,c,c,b,f,f,no
e,d,a,c,c,f,d,b,f,a,no
f,d,a,f,d,c,b,e,f,b,no
e,a,f,c,f,b,b,a,a,d,no
f,b,a,f,d,a,f,e,f,f,no
a,a,d,a,a,e,f,c,a,c,no
c,e,d,f,c,e,b,b,c,e,no
d,b,a,c,a,f,f,a,c,b,no
e,b,a,f,b,c,c,d,a,f,no
e,e,a,b,a,b,b,b,a,f,no
d,e,a,c,e,c,c,b,b,b,no
a,a,b,a,d,c,d,b,c,f,no
d,b,f,d,f,c,e,a,b,d,no
d,f,e,b,c,a,d,c,f,b,no
a,c,c,c,d,e,e,f,c,b,yes
a,e,c,b,c,e,f,a,a,d,yes
a,f,c,d,f,d,a,d,e,b,no
b,f,b,f,f,f,d,b,f,a,no
a,a,d,f,c,f,e,d,f,b,no
c,b,f,d,b,c,b,b,b,c,no
c,c,c,e,e,f,c,c,a,a,no
c,e,b,e,d,f,c,e,e,e,no
c,a,d,b,f,e,e,e,f,d,no
b,a,b,c,e,b,f,e,d,a,no
c,f,b,e,f,c,d,c,a,b,no
d,c,f,d,a,f,c,d,f,f,no
b,d,b,d,a,c,a,c,a,a,no
d,f,b,f,c,e,d,c,a,e,no
b,f,f,f,d,d,d,d,b,f,no
a,e,f,b,b,d,d,b,a,b,yes
a,c,b,a,e,c,c,c,d,f,no
a,c,e,c,b,f,e,e,b,d,yes
b,d,b,c,d,c,f,b,b,a,no
f,d,a,e,c,d,a,f,f,b,no
d,d,a,d,d,b,b,b,e,c,no
c,c,a,b,f,f,b,c,f,a,no
d,e,f,c,d,d,f,a,a,c,yes
d,f,c,f,f,f,f,d,d,a,no
b,d,d,e,b,d,a,d,e,a,no
f,f,d,c,e,e,f,f,f,a,no
f,a,a,e,a,b,a,c,f,b,no
d,c,b,d,a,d,f,c,c,d,no
e,d,e,e,c,b,d,d,f,c,no
d,a,f,a,e,d,d,b,a,f,no
c,c,e,b,c,e,d,f,d,c,yes
e,d,e,b,e,f,f,b,e,d,yes
e,a,f,b,d,b,f,b,a,f,no
c,d,c,d,c,c,a,c,b,b,no
d,b,a,d,a,e,a,d,b,f,no
d,f,e,f,a,b,c,a,d,a,no
f,d,f,c,f,d,f,d,a,f,no
c,b,d,a,f,c,e,e,f,d,no
a,d,a,e,f,d,d,a,e,a,no
b,e,c,d,f,d,b,f,b,f,no
a,f,f,c,f,b,c,d,f,f,no
e,c,f,c,b,b,f,b,c,d,no
b,e,d,e,a,f,f,b,f,e,no
c,a,c,c,a,a,e,f,f,c,no
d,d,b,e,f,a,a,b,c,d,no
e,d,c,f,d,c,f,d,a,e,no
d,d,b,c,f,f,d,a,c,c,no
e,b,c,c,d,f,c,c,f,a,yes
b,c,c,b,b,a,c,c,d,b,no
b,d,d,f,c,a,c,a,f,d,no
d,e,a,f,c,e,c,e,d,e,no
b,a,a,c,d,d,e,c,f,f,no
f,b,a,a,a,b,c,a,e,a,no
e,f,e,e,d,a,f,d,c,a,no
d,c,e,a,c,b,c,b,b,c,no
a,a,b,f,a,f,d,e,a,d,no
b,f,f,d,c,e,e,d,c,c,no
d,d,a,b,c,a,f,c,e,e,no
e,a,e,b,b,b,f,e,b,a,no
f,e,a,c,a,b,c,e,e,a,no
e,e,a,b,d,e,e,e,b,f,yes
e,f,d,f,f,a,e,f,f,d,no
d,a,a,d,e,d,a,b,a,b,no
c,f,b,b,b,d,d,e,d,d,no
f,f,e,c,e,d,a,c,a,c,no
c,e,b,e,b,e,f,d,e,c,no
b,e,b,b,b,a,e,e,c,e,no
f,c,b,b,b,b,b,b,d,d,no
d,e,f,a,c,d,d,d,a,b,yes
e,b,e,e,d,b,e,d,e,a,no
b,b,b,b,d,f,c,d,c,f,yes
f,e,d,a,a,a,b,f,a,f,no
e,d,b,d,d,e,b,d,e,d,no
a,e,d,c,f,c,d,f,c,f,no
d,c,b,f,a,d,a,b,e,d,no
c,f,a,d,a,e,f,e,f,b,no
c,a,c,d,f,f,f,d,c,f,no
e,b,c,e,b,c,d,b,f,d,no
b,a,e,d,a,b,a,c,d,b,no
b,c,a,f,a,f,f,e,e,d,no
c,f,e,e,a,b,b,c,d,f,no
d,c,d,b,b,d,c,b,c,b,no
e,b,b,a,e,c,a,c,a,e,no
e,f,d,b,d,b,f,a,e,e,no
c,a,d,e,c,a,f,c,b,d,no
d,d,e,f,b,e,f,b,f,d,no
d,b,e,f,a,f,c,a,f,e,no
a,c,a,e,f,c,a,b,b,c,no
d,f,e,a,c,a,c,c,f,e,no
c,d,c,e,f,f,b,f,e,d,no
f,e,e,a,b,b,a,d,b,f,no
f,b,c,b,d,f,a,c,c,a,yes
b,b,f,c,c,f,e,c,a,f,no
e,f,e,b,e,f,d,f,c,e,yes
f,d,d,c,a,d,d,e,b,e,no
f,b,b,c,a,d,c,f,c,f,no
f,a,c,b,e,c,c,d,d,c,no
a,d,e,d,e,c,b,c,d,c,yes
c,e,d,a,b,b,e,f,a,c,no
f,c,d,d,f,f,a,a,c,e,no
e,e,b,a,c,f,a,f,f,d,yes
d,a,b,e,f,f,c,e,b,e,no
d,b,e,f,b,a,e,a,b,b,no
d,d,b,d,b,d,d,a,b,f,no
e,e,c,e,a,b,f,e,c,b,no
c,e,a,b,d,a,c,c,c,d,no
a,f,e,d,a,c,f,c,d,b,no
b,b,f,e,c,f,b,a,a,c,no
b,c,a,c,d,d,e,c,e,b,no
c,a,e,f,f,a,b,c,a,b,no
a,f,c,b,b,b,f,b,e,c,no
f,f,d,c,d,f,b,f,d,c,yes
d,b,e,b,b,b,e,e,e,d,no
b,b,e,e,a,c,b,b,f,e,no
d,c,f,f,c,f,c,d,d,f,no
f,a,f,f,f,d,b,a,f,e,no
e,e,d,c,f,f,f,b,e,c,no
c,c,e,d,d,d,d,a,c,a,no
d,d,e,c,d,f,c,b,f,a,yes
a,b,c,b,b,d,d,a,e,f,yes
e,b,d,b,f,a,f,a,b,d,no
c,b,a,f,b,b,c,e,a,b,no
a,e,a,c,d,f,d,b,e,c,yes
b,f,b,e,c,f,e,c,e,c,no
d,f,b,b,b,e,f,b,b,a,no
a,c,f,e,d,c,d,e,c,c,yes
f,f,a,e,b,e,e,d,f,a,no
e,f,f,e,c,b,a,d,b,c,no
a,b,b,c,f,b,b,c,c,d,no
d,b,c,c,e,e,c,d,c,c,no
c,d,d,e,d,c,c,b,c,d,no
c,b,b,f,c,c,e,c,e,c,no
c,a,f,d,b,e,d,f,a,d,no
b,e,b,a,f,b,f,f,f,f,no
a,d,a,d,a,c,f,d,b,e,no
c,e,c,f,d,a,d,a,e,d,no
b,e,e,b,f,b,f,e,a,c,no
a,a,d,c,c,a,f,a,d,d,no
f,a,e,e,e,e,d,a,d,b,no
c,f,c,f,f,d,e,d,d,c,no
f,a,a,f,c,a,a,a,d,f,no
d,f,e,b,c,c,e,b,c,e,no
c,c,f,a,f,c,b,c,c,c,no
b,a,b,b,d,d,f,e,a,a,no
f,c,b,b,e,a,c,e,f,c,no
f,f,a,a,b,f,e,a,b,c,yes
e,b,d,e,c,b,e,a,a,b,no
d,a,b,b,c,f,a,c,a,a,yes
b,f,f,f,e,a,f,f,a,f,no
a,c,f,a,f,a,a,c,f,c,yes
a,c,d,d,f,f,d,e,e,c,yes
e,f,e,c,b,e,b,b,f,d,no
a,f,f,b,e,e,a,d,d,a,no
c,c,c,b,d,e,b,a,f,d,yes
e,d,b,b,a,f,c,f,d,d,no
b,c,f,e,a,d,f,a,b,b,yes
c,e,a,f,f,b,a,d,b,e,no
b,c,c,e,b,a,c,e,c,d,no
f,c,d,f,f,f,c,a,c,d,no
a,d,b,f,e,d,c,a,c,e,no
e,a,c,e,a,d,e,d,e,f,no
e,c,c,f,f,f,f,e,f,e,no
b,a,c,e,c,f,c,a,d,b,no
f,d,e,c,f,c,a,f,e,f,no
a,b,d,f,b,e,f,f,e,c,yes
b,b,f,c,f,d,e,f,d,b,no
c,b,c,d,f,f,e,c,e,e,no
f,a,f,a,e,d,c,f,d,f,no
c,e,a,f,c,c,a,f,b,d,no
e,b,a,b,d,e,c,c,c,d,yes
e,f,b,a,d,f,c,a,d,e,yes
e,a,c,e,a,f,f,b,f,d,no
b,a,c,a,c,a,a,c,f,b,no
c,d,c,a,f,f,f,c,d,c,no
d,e,e,e,d,e,e,d,e,e,no
f,a,c,e,e,f,d,c,f,f,no
b,c,b,a,c,c,b,c,b,c,no
e,c,f,f,d,b,a,a,e,c,no
e,c,b,d,b,c,f,d,c,f,no
e,d,a,f,a,a,e,c,b,e,no
f,f,e,d,a,f,e,c,b,e,no
f,b,e,c,e,f,d,c,b,a,yes
f,e,f,e,e,e,b,f,a,d,no
b,d,d,d,e,b,b,d,e,b,no
a,c,a,e,c,a,f,c,c,a,no
b,a,b,d,d,f,b,f,f,b,no
b,f,f,f,b,a,d,b,c,e,no
d,d,e,c,d,e,f,f,c,f,yes
a,a,b,c,b,c,e,e,f,a,no
d,f,a,c,a,b,e,d,d,a,no
e,f,a,b,b,e,b,e,e,f,no
e,c,f,e,f,f,d,c,e,f,no
b,f,e,e,b,d,c,e,d,b,no
f,e,a,f,b,d,f,a,f,a,no
c,f,b,b,d,a,d,b,e,f,no
f,b,e,c,f,e,d,f,d,b,no
c,a,a,d,a,d,f,d,c,b,no
c,a,d,b,f,b,a,a,f,f,no
b,a,d,c,c,c,a,d,a,e,no
d,d,f,a,d,a,f,c,e,b,no
a,e,f,f,c,e,a,d,d,a,yes
d,c,a,a,f,e,c,a,a,b,no
d,e,a,f,e,e,b,a,c,d,no
d,a,a,f,f,a,c,a,e,b,no
f,c,c,c,a,a,b,f,b,a,no
e,a,d,e,e,d,f,f,a,b,no
f,d,b,f,b,f,b,f,f,f,no
c,b,c,a,b,f,c,a,f,b,yes
c,b,f,a,b,f,c,e,f,d,yes
d,e,d,c,c,a,f,f,d,e,no
a,e,c,c,e,e,e,c,e,e,no
b,a,f,d,c,c,c,c,c,a,no
c,f,a,a,b,f,a,d,a,d,yes
a,e,c,b,a,e,b,e,b,e,no
d,d,d,b,c,c,d,b,a,d,no
e,f,b,c,b,b,f,e,a,a,no
c,c,d,e,b,a,e,e,b,f,no
b,f,e,a,d,c,b,f,d,f,no
b,f,f,d,c,a,e,d,e,c,no
d,c,b,e,b,c,c,c,a,a,no
f,b,c,f,b,e,e,f,b,e,no
d,c,c,c,c,d,f,e,b,b,no
d,f,f,e,e,f,c,b,c,e,no
d,c,c,f,f,d,f,c,c,e,no
f,e,a,d,e,b,d,a,b,a,no
b,c,f,e,d,c,c,d,f,a,yes
b,c,f,b,c,d,f,a,d,c,yes
d,a,c,b,f,b,a,c,d,e,no
d,b,e,a,e,b,f,a,f,a,no
e,b,c,f,c,d,b,e,e,f,no
e,c,f,a,a,b,d,d,d,c,no
a,c,e,b,d,f,e,c,e,d,yes
b,a,f,c,c,d,a,d,b,c,no
f,a,c,f,e,c,e,e,d,f,no
b,c,e,e,b,f,d,e,d,a,yes
c,e,a,f,a,c,d,d,f,b,no
e,d,a,b,b,c,f,d,b,e,no
f,b,d,b,c,e,d,f,c,c,yes
a,d,a,b,a,d,a,e,c,e,no
d,b,f,d,f,b,d,c,a,f,no
b,d,e,e,b,e,c,b,d,b,yes
b,e,d,b,d,c,c,e,d,f,no
a,f,d,f,e,e,d,f,d,d,no
d,a,c,b,f,b,c,e,b,f,no
a,f,e,a,e,d,b,f,e,e,no
a,f,a,e,d,d,f,a,b,c,no
d,c,c,f,e,b,a,a,b,c,no
c,f,b,b,f,a,e,e,c,f,no
c,d,b,a,e,e,b,a,d,b,no
